Player,Salary,Salary adjusted by inflation,Season
Larry Nance Jr,10690909,11659479.0,2021/22
Jeremy Lamb,10500000,11451274.0,2021/22
Reggie Jackson,10384500,11325310.0,2021/22
Richaun Holmes,10384500,11325310.0,2021/22
Al-Farouq Aminu,10335621,11272002.0,2021/22
Anthony Edwards,10245480,11173695.0,2021/22
Luka Doncic,10174391,11096166.0,2021/22
Cade Cunningham,10050120,10960636.0,2021/22
Danny Green,10000000,10905975.0,2021/22
Tomas Satoransky,10000000,10905975.0,2021/22
Tristan Thompson,9946611,10847749.0,2021/22
Kyle Anderson,9937150,10837431.0,2021/22
Montrezl Harrell,9720900,10601590.0,2021/22
Derrick Jones,9720900,10601590.0,2021/22
Serge Ibaka,9720900,10601590.0,2021/22
Derrick Favors,9720900,10601590.0,2021/22
Jae Crowder,9720900,10601590.0,2021/22
Ja Morant,9603360,10473401.0,2021/22
Reggie Bullock,9536000,10399938.0,2021/22
Alec Burks,9536000,10399938.0,2021/22
Talen Horton-Tucker,9500000,10360677.0,2021/22
Mason Plumlee,9248333,10086209.0,2021/22
Jaren Jackson Jr,9180560,10012296.0,2021/22
James Wiseman,9166800,9997289.0,2021/22
Jalen Green,8992080,9806740.0,2021/22
De'Anthony Melton,8805976,9603776.0,2021/22
Nerlens Noel,8800000,9597258.0,2021/22
Royce O'Neale,8800000,9597258.0,2021/22
Maxi Kleber,8750000,9542728.0,2021/22
Jakob Poeltl,8750000,9542728.0,2021/22
Thomas Bryant,8666667,9451846.0,2021/22
RJ Barrett,8623920,9405226.0,2021/22
Alex Caruso,8600000,9379139.0,2021/22
Delon Wright,8526316,9298779.0,2021/22
Dario Saric,8510000,9280985.0,2021/22
Monte Morris,8449074,9214539.0,2021/22
Tyus Jones,8376286,9135157.0,2021/22
Trae Young,8326471,9080829.0,2021/22
Daniel Theis,8280351,9030530.0,2021/22
LaMelo Ball,8231760,8977537.0,2021/22
Seth Curry,8207518,8951099.0,2021/22
JaMychal Green,8200000,8942900.0,2021/22
Cedi Osman,8133334,8870194.0,2021/22
Evan Mobley,8075160,8806749.0,2021/22
De'Andre Hunter,7775400,8479832.0,2021/22
DJ Augustin,7622467,8313044.0,2021/22
Mo Bamba,7568743,8254452.0,2021/22
Ivica Zubac,7518518,8199677.0,2021/22
Rajon Rondo,7500000,8179481.0,2021/22
TJ McConnell,7500000,8179481.0,2021/22
Patrick Williams,7422000,8094415.0,2021/22
Cory Joseph,7310000,7972268.0,2021/22
Scottie Barnes,7280400,7939986.0,2021/22
Darius Garland,7040880,7678766.0,2021/22
Chris Boucher,7020000,7655995.0,2021/22
PJ Tucker,7000000,7634183.0,2021/22
Zach Collins,7000000,7634183.0,2021/22
Wendell Carter,6920027,7546964.0,2021/22
Juan Hernangomez,6803190,7419542.0,2021/22
Isaac Okoro,6720720,7329600.0,2021/22
Jalen Suggs,6592920,7190222.0,2021/22
Cameron Payne,6500000,7088884.0,2021/22
Joakim Noah,6431666,7014359.0,2021/22
Jarrett Culver,6395160,6974546.0,2021/22
Khem Birch,6350000,6925294.0,2021/22
Collin Sexton,6349671,6924935.0,2021/22
Onyeka Okongwu,6104280,6657312.0,2021/22
Justin Holiday,6006420,6550587.0,2021/22
Josh Giddey,5988000,6530498.0,2021/22
Patrick Mills,5890000,6423619.0,2021/22
Dennis Schroeder,5890000,6423619.0,2021/22
Rudy Gay,5890000,6423619.0,2021/22
Kevin Knox,5845978,6375609.0,2021/22
Coby White,5837760,6366646.0,2021/22
Timofey Mozgov,5573333,6078263.0,2021/22
Killian Hayes,5572680,6077551.0,2021/22
Mikal Bridges,5557725,6061241.0,2021/22
Shai Gilgeous-Alexander,5495532,5993413.0,2021/22
Jonathan Kuminga,5466360,5961598.0,2021/22
Miles Bridges,5421493,5912667.0,2021/22
Jaxson Hayes,5348280,5832821.0,2021/22
Pat Connaughton,5333334,5816521.0,2021/22
Kris Dunn,5317430,5799175.0,2021/22
George Hill,5275491,5753437.0,2021/22
Michael Porter,5258735,5735163.0,2021/22
Dewayne Dedmon,5256308,5732516.0,2021/22
Ryan Anderson,5214583,5687011.0,2021/22
Hamidou Diallo,5200000,5671107.0,2021/22
Kevon Looney,5178572,5647738.0,2021/22
Troy Brown,5170564,5639004.0,2021/22
Obi Toppin,5105160,5567675.0,2021/22
Franz Wagner,5007840,5461538.0,2021/22
Josh Jackson,5005350,5458822.0,2021/22
Louis Williams,5000000,5452987.0,2021/22
Kendrick Nunn,5000000,5452987.0,2021/22
Luol Deng,5000000,5452987.0,2021/22
Robin Lopez,5000000,5452987.0,2021/22
JaVale McGee,5000000,5452987.0,2021/22
Danuel House,4997424,5450176.0,2021/22
Rui Hachimura,4916160,5361552.0,2021/22
Garrett Temple,4910000,5354834.0,2021/22
Taj Gibson,4910000,5354834.0,2021/22
Torrey Craig,4878049,5319988.0,2021/22
Bruce Brown,4736102,5165181.0,2021/22
Deni Avdija,4692840,5117999.0,2021/22
Donte DiVincenzo,4675830,5099448.0,2021/22
Cam Reddish,4670160,5093265.0,2021/22
David Nwaba,4650000,5071278.0,2021/22
Furkan Korkmaz,4629630,5049063.0,2021/22
Davion Mitchell,4603200,5020238.0,2021/22
Jeff Green,4500000,4907689.0,2021/22
Bryn Forbes,4500000,4907689.0,2021/22
Ishmael Smith,4500000,4907689.0,2021/22
Jalen Smith,4458000,4861884.0,2021/22
Lonnie Walker,4447896,4850864.0,2021/22
Cameron Johnson,4437000,4838981.0,2021/22
Ziaire Williams,4373040,4769226.0,2021/22
Bobby Portis,4347600,4741482.0,2021/22
Moe Harkless,4347600,4741482.0,2021/22
Kevin Huerter,4253357,4638700.0,2021/22
Devin Vassell,4235160,4618855.0,2021/22
Chandler Hutchison,4224186,4606886.0,2021/22
Willie Cauley-Stein,4220083,4602412.0,2021/22
PJ Washington,4215120,4596999.0,2021/22
James Bouknight,4154400,4530778.0,2021/22
Jevon Carter,4107149,4479246.0,2021/22
Josh Okogie,4087904,4458258.0,2021/22
Grayson Allen,4054695,4422040.0,2021/22
Jarred Vanderbilt,4050000,4416920.0,2021/22
Tyrese Haliburton,4023600,4388128.0,2021/22
Tyler Herro,4004280,4367058.0,2021/22
Gorgui Dieng,4000000,4362390.0,2021/22
Dorian Finney-Smith,4000000,4362390.0,2021/22
Terence Davis,4000000,4362390.0,2021/22
Aaron Holiday,3980551,4341179.0,2021/22
Josh Primo,3946800,4304370.0,2021/22
Jake Layman,3940184,4297155.0,2021/22
Anfernee Simons,3938818,4295665.0,2021/22
Justise Winslow,3902439,4255990.0,2021/22
Kira Lewis,3822240,4168525.0,2021/22
Romeo Langford,3804360,4149025.0,2021/22
Sekou Doumbouya,3799131,4143322.0,2021/22
Landry Shamet,3768342,4109744.0,2021/22
Chris Duarte,3749400,4089086.0,2021/22
Alex Len,3732000,4070110.0,2021/22
Robert Williams,3661976,3993742.0,2021/22
Aaron Nesmith,3631200,3960177.0,2021/22
Moses Moody,3562200,3884926.0,2021/22
Boban Marjanovic,3500000,3817091.0,2021/22
Mike Muscala,3500000,3817091.0,2021/22
Cole Anthony,3449400,3761907.0,2021/22
Corey Kispert,3383640,3690189.0,2021/22
Luka Samanic,3355239,3659215.0,2021/22
Michael Carter-Williams,3300000,3598972.0,2021/22
Georges Niang,3300000,3598972.0,2021/22
Isaiah Stewart,3277080,3573975.0,2021/22
Chuma Okeke,3277080,3573975.0,2021/22
Nickeil Alexander-Walker,3261480,3556962.0,2021/22
Alperen Sengun,3214680,3505922.0,2021/22
Jon Leuer,3169348,3456483.0,2021/22
Trey Burke,3150000,3435382.0,2021/22
Aleksej Pokusevski,3113160,3395204.0,2021/22
Facundo Campazzo,3100000,3380852.0,2021/22
Goga Bitadze,3098400,3379107.0,2021/22
Trey Murphy,3053760,3330423.0,2021/22
Sterling Brown,3000000,3271792.0,2021/22
Frank Jackson,3000000,3271792.0,2021/22
Josh Green,2957520,3225464.0,2021/22
Tre Mann,2901240,3164085.0,2021/22
Andrew Nicholson,2844429,3102127.0,2021/22
Matisse Thybulle,2840160,3097471.0,2021/22
Saddiq Bey,2824320,3080196.0,2021/22
Kai Jones,2770560,3021566.0,2021/22
Brandon Clarke,2726880,2973928.0,2021/22
Precious Achiuwa,2711280,2956915.0,2021/22
Marc Gasol,2692991,2936969.0,2021/22
Jalen Johnson,2659680,2900640.0,2021/22
LaMarcus Aldridge,2641691,2881021.0,2021/22
James Johnson,2641691,2881021.0,2021/22
Ed Davis,2641691,2881021.0,2021/22
Andre Iguodala,2641691,2881021.0,2021/22
Enes Kanter,2641691,2881021.0,2021/22
Avery Bradley,2641691,2881021.0,2021/22
Carmelo Anthony,2641691,2881021.0,2021/22
Wayne Ellington,2641691,2881021.0,2021/22
Trevor Ariza,2641691,2881021.0,2021/22
Dwight Howard,2641691,2881021.0,2021/22
Udonis Haslem,2641691,2881021.0,2021/22
Markieff Morris,2641691,2881021.0,2021/22
E'Twaun Moore,2641691,2881021.0,2021/22
Paul Millsap,2641691,2881021.0,2021/22
Grant Williams,2617800,2854966.0,2021/22
Tyrese Maxey,2602920,2838738.0,2021/22
Keon Johnson,2553240,2784557.0,2021/22
Darius Bazley,2513040,2740715.0,2021/22
Trey Lyles,2500000,2726493.0,2021/22
Zeke Nnaji,2498760,2725141.0,2021/22
Isaiah Jackson,2451240,2673316.0,2021/22
Ty Jerome,2412840,2631437.0,2021/22
Andre Drummond,2401537,2619110.0,2021/22
Austin Rivers,2401537,2619110.0,2021/22
Kent Bazemore,2401537,2619110.0,2021/22
Hassan Whiteside,2401537,2619110.0,2021/22
Otto Porter,2389641,2606136.0,2021/22
Victor Oladipo,2389641,2606136.0,2021/22
Tony Snell,2389641,2606136.0,2021/22
Solomon Hill,2389641,2606136.0,2021/22
Ben McLemore,2389641,2606136.0,2021/22
Cody Zeller,2389641,2606136.0,2021/22
Usman Garuba,2353320,2566525.0,2021/22
Leandro Bolmaro,2353320,2566525.0,2021/22
Willy Hernangomez,2327220,2538060.0,2021/22
Edmond Sumner,2320000,2530186.0,2021/22
Nassir Little,2316240,2526085.0,2021/22
RJ Hampton,2303040,2511689.0,2021/22
DeAndre Bembry,2271045,2476795.0,2021/22
Josh Christopher,2259240,2463921.0,2021/22
Monta Ellis,2245400,2448827.0,2021/22
Drew Eubanks,2239820,2442742.0,2021/22
Rodney Hood,2239544,2442441.0,2021/22
Elfrid Payton,2239544,2442441.0,2021/22
Dylan Windler,2239200,2442066.0,2021/22
Immanuel Quickley,2210640,2410918.0,2021/22
John Konchar,2200000,2399314.0,2021/22
Quentin Grimes,2168640,2365113.0,2021/22
Jordan Poole,2161440,2357261.0,2021/22
Bol Bol,2161152,2356947.0,2021/22
Keldon Johnson,2145720,2340117.0,2021/22
Payton Pritchard,2137440,2331086.0,2021/22
Jahlil Okafor,2130023,2322997.0,2021/22
Bones Hyland,2096880,2286852.0,2021/22
Nemanja Bjelica,2089448,2278746.0,2021/22
Frank Kaminsky,2089448,2278746.0,2021/22
Raul Neto,2089448,2278746.0,2021/22
Udoka Azubuike,2075880,2263949.0,2021/22
Jaden McDaniels,2063280,2250208.0,2021/22
Malachi Flynn,2048040,2233587.0,2021/22
DeMarcus Cousins,2038942,2223664.0,2021/22
Cam Thomas,2036280,2220762.0,2021/22
Desmond Bane,2033160,2217359.0,2021/22
Jaden Springer,2023680,2207020.0,2021/22
Day'Ron Sharpe,2009160,2191185.0,2021/22
Garrison Mathews,2000000,2181195.0,2021/22
Jordan McLaughlin,2000000,2181195.0,2021/22
Jeremiah Robinson-Earl,2000000,2181195.0,2021/22
Theo Maledon,2000000,2181195.0,2021/22
Kenrich Williams,2000000,2181195.0,2021/22
Abdel Nader,2000000,2181195.0,2021/22
Santiago Aldama,1994520,2175218.0,2021/22
Damian Jones,1977011,2156123.0,2021/22
Wesley Matthews,1958495,2135929.0,2021/22
Timothe Luwawu,1939350,2115050.0,2021/22
Rodney McGruder,1939350,2115050.0,2021/22
Moses Brown,1933909,2109116.0,2021/22
Wesley Iwundu,1926834,2101400.0,2021/22
Jose Alvarado,1925406,2099843.0,2021/22
Damion Lee,1910860,2083979.0,2021/22
PJ Dozier,1910860,2083979.0,2021/22
Killian Tillie,1901625,2073907.0,2021/22
Tyrell Terry,1869438,2038804.0,2021/22
Larry Sanders,1865546,2034559.0,2021/22
Carsen Edwards,1859365,2027818.0,2021/22
Shake Milton,1846738,2014047.0,2021/22
Jalen Brunson,1802057,1965319.0,2021/22
Mitchell Robinson,1802057,1965319.0,2021/22
Tony Bradley,1789256,1951358.0,2021/22
Frank Ntilikina,1789256,1951358.0,2021/22
Semi Ojeleye,1789256,1951358.0,2021/22
Malik Monk,1789256,1951358.0,2021/22
Dennis Smith,1789256,1951358.0,2021/22
Didi Louzada,1786878,1948764.0,2021/22
Nicolas Claxton,1782621,1944122.0,2021/22
Jalen McDaniels,1782621,1944122.0,2021/22
Cody Martin,1782621,1944122.0,2021/22
Dean Wade,1782621,1944122.0,2021/22
Vlatko Cancar,1782621,1944122.0,2021/22
Kevin Porter,1782621,1944122.0,2021/22
Bruno Fernando,1782621,1944122.0,2021/22
Terance Mann,1782621,1944122.0,2021/22
Jaylen Nowell,1782621,1944122.0,2021/22
Naz Reid,1782621,1944122.0,2021/22
Isaiah Roby,1782621,1944122.0,2021/22
Luguentz Dort,1782621,1944122.0,2021/22
KZ Okpala,1782621,1944122.0,2021/22
Eric Paschall,1782621,1944122.0,2021/22
Daniel Gafford,1782621,1944122.0,2021/22
Chimezie Metu,1762796,1922501.0,2021/22
Yuta Watanabe,1762796,1922501.0,2021/22
Armoni Brooks,1739065,1896619.0,2021/22
Isaiah Hartenstein,1729217,1885879.0,2021/22
Thanasis Antetokounmpo,1729217,1885879.0,2021/22
Moritz Wagner,1729217,1885879.0,2021/22
Keita Bates-Diop,1729217,1885879.0,2021/22
Sviatoslav Mykhailiuk,1729217,1885879.0,2021/22
Isaac Bonga,1729217,1885879.0,2021/22
Juan Toscano-Anderson,1701593,1855753.0,2021/22
Oshae Brissett,1701593,1855753.0,2021/22
Herb Jones,1700000,1854015.0,2021/22
Gabriel Deck,1690507,1843662.0,2021/22
Matt Thomas,1669178,1820401.0,2021/22
Javonte Green,1669178,1820401.0,2021/22
Gary Payton II,1669178,1820401.0,2021/22
Max Strus,1669178,1820401.0,2021/22
Gabe Vincent,1669178,1820401.0,2021/22
Robert Woodard,1619015,1765693.0,2021/22
Lance Stephenson,1614825,1761124.0,2021/22
Deividas Sirvydis,1603559,1748837.0,2021/22
Daniel Oturu,1603559,1748837.0,2021/22
Kevin Pangos,1569178,1711341.0,2021/22
Bismack Biyombo,1518213,1655759.0,2021/22
Nick Richards,1517981,1655506.0,2021/22
Lamar Stevens,1517981,1655506.0,2021/22
KJ Martin,1517981,1655506.0,2021/22
Jae'Sean Tate,1517981,1655506.0,2021/22
Sam Merrill,1517981,1655506.0,2021/22
Xavier Tillman,1517981,1655506.0,2021/22
Jordan Nwora,1517981,1655506.0,2021/22
Naji Marshall,1517981,1655506.0,2021/22
Paul Reed,1517981,1655506.0,2021/22
Isaiah Joe,1517981,1655506.0,2021/22
CJ Elleby,1517981,1655506.0,2021/22
Elijah Hughes,1517981,1655506.0,2021/22
Jahmi'us Ramsey,1517981,1655506.0,2021/22
Tre Jones,1517981,1655506.0,2021/22
Anthony Gill,1517981,1655506.0,2021/22
Vernon Carey,1517981,1655506.0,2021/22
Isaiah Todd,1500000,1635896.0,2021/22
Saben Lee,1489065,1623970.0,2021/22
Omer Yurtseven,1489065,1623970.0,2021/22
JR Smith,1456667,1588637.0,2021/22
Stanley Johnson,1368998,1493025.0,2021/22
Duane Washington Jr,1346676,1468681.0,2021/22
Aaron Wiggins,1305761,1424059.0,2021/22
Marquese Chriss,1292900,1410033.0,2021/22
JT Thor,1250000,1363246.0,2021/22
DeMarre Carroll,1242340,1354892.0,2021/22
Jabari Parker,1168286,1274129.0,2021/22
Alfonzo McKinnie,1090007,1188758.0,2021/22
Zhaire Smith,1068200,1164976.0,2021/22
Jason Preston,1062303,1158545.0,2021/22
Isaiah Livers,1057260,1153045.0,2021/22
Denzel Valentine,1005633,1096740.0,2021/22
Alize Johnson,1003740,1094675.0,2021/22
Kyle Singler,999200,1089725.0,2021/22
Kelan Martin,993760,1083792.0,2021/22
Miye Oni,946261,1031989.0,2021/22
Ayo Dosunmu,925258,1009084.0,2021/22
Marko Simonovic,925258,1009084.0,2021/22
Luka Garza,925258,1009084.0,2021/22
BJ Boston,925258,1009084.0,2021/22
Austin Reaves,925258,1009084.0,2021/22
Miles McBride,925258,1009084.0,2021/22
Vit Krejci,925258,1009084.0,2021/22
Charles Bassey,925258,1009084.0,2021/22
Greg Brown,925258,1009084.0,2021/22
Jock Landale,925258,1009084.0,2021/22
Dalano Banton,925258,1009084.0,2021/22
Jared Butler,925258,1009084.0,2021/22
Daishen Nix,923078,1006706.0,2021/22
Isaiah Thomas,910926,993452.0,2021/22
Terry Taylor,895125,976221.0,2021/22
Mamadi Diakite,869078,947814.0,2021/22
Caleb Martin,844011,920476.0,2021/22
Brad Wanamaker,814918,888747.0,2021/22
Luke Kornet,812364,885961.0,2021/22
Wayne Selden,812363,885961.0,2021/22
Gary Clark,811213,884706.0,2021/22
Ryan Arcidiacono,774727,844915.0,2021/22
Trendon Watford,768830,838484.0,2021/22
Patrick Patterson,737067,803843.0,2021/22
Devontae Cacok,726128,791913.0,2021/22
Admiral Schofield,723741,789309.0,2021/22
Ishmail Wainright,707893,772025.0,2021/22
Shaun Livingston,666666,727064.0,2021/22
Malik Fitts,630874,688028.0,2021/22
Sam Hauser,619498,675623.0,2021/22
Greg Monroe,612805,668323.0,2021/22
Amir Coffey,573576,625540.0,2021/22
Joe Wieskamp,563663,614729.0,2021/22
Keifer Sykes,558345,608929.0,2021/22
Haywood Highsmith,547701,597321.0,2021/22
Nik Stauskas,534993,583461.0,2021/22
Davon Reed,532398,580631.0,2021/22
Wenyen Gabriel,522015,569306.0,2021/22
Skylar Mays,510907,557193.0,2021/22
Georgios Kalaitzakis,499852,545137.0,2021/22
RJ Nembhard,491876,536438.0,2021/22
Chris Silva,479650,523105.0,2021/22
Kessler Edwards,463211,505176.0,2021/22
Trent Forrest,463211,505176.0,2021/22
Sharife Cooper,462629,504542.0,2021/22
Brodric Thomas,462629,504542.0,2021/22
David Duke,462629,504542.0,2021/22
Scottie Lewis,462629,504542.0,2021/22
Arnoldas Kulboka,462629,504542.0,2021/22
Tyler Cook,462629,504542.0,2021/22
Markus Howard,462629,504542.0,2021/22
Jamorko Pickett,462629,504542.0,2021/22
Sean Chris Smith,462629,504542.0,2021/22
Chris Chiozza,462629,504542.0,2021/22
Jay Scrubb,462629,504542.0,2021/22
Yves Pons,462629,504542.0,2021/22
Sandro Mamukelashvili,462629,504542.0,2021/22
McKinley Wright,462629,504542.0,2021/22
Nathan Knight,462629,504542.0,2021/22
Jericho Sims,462629,504542.0,2021/22
Ignas Brazdeikis,462629,504542.0,2021/22
Keljin Blevins,462629,504542.0,2021/22
Neemias Queta,462629,504542.0,2021/22
David Johnson,462629,504542.0,2021/22
Justin Champagnie,462629,504542.0,2021/22
Joel Ayayi,462629,504542.0,2021/22
Cassius Winston,462629,504542.0,2021/22
Justin Anderson,445828,486218.0,2021/22
Theo Pinson,440710,480637.0,2021/22
Charlie Brown,431151,470212.0,2021/22
Langston Galloway,386127,421108.0,2021/22
James Ennis,386127,421107.0,2021/22
Tim Frazier,386127,421108.0,2021/22
Kyle Guy,383079,417785.0,2021/22
Sam Dekker,350000,381709.0,2021/22
Quinndary Weatherspoon,346491,377882.0,2021/22
Brandon Goodwin,343988,375152.0,2021/22
Malcolm Hill,324373,353759.0,2021/22
Louis King,316396,345060.0,2021/22
Justin Jackson,308493,336441.0,2021/22
Shaquille Harrison,308493,336441.0,2021/22
DJ Wilson,308493,336441.0,2021/22
Jeff Dowtin,305761,333460.0,2021/22
Trevelin Queen,303102,330562.0,2021/22
Paul Watson,303102,330562.0,2021/22
Myles Powell,300443,327662.0,2021/22
Jontay Porter,300000,327179.0,2021/22
Mason Jones,295125,321862.0,2021/22
Eugene Omoruyi,281831,307364.0,2021/22
Brandon Knight,274672,299556.0,2021/22
Justin Robinson,265953,290047.0,2021/22
Ja'Vonte Smart,265878,289965.0,2021/22
Mychal Mulder,257902,281266.0,2021/22
Tyler Johnson,257418,280738.0,2021/22
Cassius Stanley,256734,279993.0,2021/22
Zylan Cheatham,256734,279993.0,2021/22
Devon Dotson,239291,260970.0,2021/22
Marcus Garrett,236632,258070.0,2021/22
Lindell Wigginton,233973,255170.0,2021/22
Jay Huff,225997,246471.0,2021/22
Olivier Sarr,223339,243572.0,2021/22
Aaron Henry,223338,243571.0,2021/22
Freddie Gillespie,221156,241191.0,2021/22
JaQuori McLaughlin,220679,240671.0,2021/22
Rayjon Tucker,220639,240628.0,2021/22
Tacko Fall,218021,237773.0,2021/22
Petr Cornelie,218021,237773.0,2021/22
Juwan Morgan,211046,230166.0,2021/22
Damyean Dotson,205662,224294.0,2021/22
Xavier Moon,202069,220375.0,2021/22
Tyrone Wallace,198760,216767.0,2021/22
Norvel Pelle,191860,209242.0,2021/22
Jaylen Hoard,191860,209242.0,2021/22
Tremont Waters,191860,209242.0,2021/22
Reggie Perry,188272,205328.0,2021/22
Devin Cannady,185578,202390.0,2021/22
Brandon Williams,180798,197177.0,2021/22
Moses Wright,172821,188477.0,2021/22
DeJon Jarreau,172821,188477.0,2021/22
Dakota Mathias,171156,186662.0,2021/22
Matt Mooney,171156,186662.0,2021/22
Daulton Hommes,167504,182679.0,2021/22
Grant Riller,162186,176879.0,2021/22
Lindy Waters III,159527,173979.0,2021/22
CJ Miles,151821,165575.0,2021/22
Joe Johnson,151821,165575.0,2021/22
Ersan Ilyasova,151821,165575.0,2021/22
Darren Collison,151821,165575.0,2021/22
Anthony Tolliver,151821,165575.0,2021/22
Chaundee Brown,151552,165281.0,2021/22
Xavier Sneed,146233,159481.0,2021/22
Mario Chalmers,138019,150523.0,2021/22
Anthony Lamb,136095,148424.0,2021/22
Braxton Key,127622,139183.0,2021/22
Troy Williams,122741,133861.0,2021/22
Feron Hunt,116987,127585.0,2021/22
Mac McClung,111670,121786.0,2021/22
Matt Ryan,111669,121785.0,2021/22
Emmanuel Mudiay,111457,121554.0,2021/22
Carlik Jones,106352,115986.0,2021/22
Hassani Gravett,106352,115987.0,2021/22
Paris Bass,106352,115987.0,2021/22
Jordan Bell,102831,112147.0,2021/22
Cheick Diallo,102831,112147.0,2021/22
DJ Stewart,101034,110187.0,2021/22
Nate Hinton,96213,104929.0,2021/22
Derrick Walton,95930,104621.0,2021/22
DaQuan Jeffries,95930,104621.0,2021/22
Justin James,95930,104621.0,2021/22
Scotty Hopson,95930,104621.0,2021/22
BJ Johnson,95930,104621.0,2021/22
Jaylen Morris,95930,104621.0,2021/22
Demetrius Jackson,92857,101269.0,2021/22
Cameron Oliver,85578,93331.0,2021/22
Chris Clemons,85578,93331.0,2021/22
Malik Newman,85578,93331.0,2021/22
George King,85578,93331.0,2021/22
Jemerrio Jones,85578,93331.0,2021/22
Emanuel Terry,85578,93331.0,2021/22
Jared Harper,85081,92789.0,2021/22
Gabriel Lundberg,79764,86990.0,2021/22
Anthony Barber,53176,57993.0,2021/22
Malik Ellison,53176,57993.0,2021/22
Justin Tillman,53176,57993.0,2021/22
Tre Scott,53176,57993.0,2021/22
Trayvon Palmer,53176,57993.0,2021/22
Micah Potter,53176,57993.0,2021/22
Jaysean Paige,53176,57993.0,2021/22
Ahmad Caver,53176,57993.0,2021/22
Shaq Buchanan,53176,57993.0,2021/22
Jon Teske,53176,57993.0,2021/22
Aric Holman,53176,57993.0,2021/22
Javin DeLaurier,53176,57993.0,2021/22
Tyler Hall,53176,57993.0,2021/22
Rob Edwards,53176,57993.0,2021/22
Aleem Ford,53176,57993.0,2021/22
MJ Walker,53176,57993.0,2021/22
Cameron McGriff,53176,57993.0,2021/22
Jarron Cumberland,53176,57993.0,2021/22
Ade Murkey,53176,57993.0,2021/22
Jordan Schakel,53176,57993.0,2021/22
Jordan Goodwin,53176,57993.0,2021/22
Craig Sword,53176,57993.0,2021/22
Jaime Echenique,53176,57993.0,2021/22
Luca Vildoza,42789,46665.0,2021/22
Zavier Simpson,37223,40595.0,2021/22
Mfiondu Kabengele,19186,20924.0,2021/22
Melvin Frazier,13294,14498.0,2021/22
Stephen Curry,43006362,49431367.0,2020/21
Chris Paul,41358814,47537680.0,2020/21
Russell Westbrook,41358814,47537680.0,2020/21
James Harden,41254920,47418265.0,2020/21
John Wall,41254920,47418265.0,2020/21
Kevin Durant,40108950,46101091.0,2020/21
LeBron James,39219566,45078836.0,2020/21
Paul George,35450412,40746583.0,2020/21
Klay Thompson,35361360,40644227.0,2020/21
Mike Conley,34502132,39656633.0,2020/21
Kemba Walker,34379100,39515221.0,2020/21
Kawhi Leonard,34379100,39515221.0,2020/21
Jimmy Butler,34379100,39515221.0,2020/21
Tobias Harris,34358850,39491945.0,2020/21
Blake Griffin,33900241,38964821.0,2020/21
Kyrie Irving,33722850,38760929.0,2020/21
Khris Middleton,33051724,37989539.0,2020/21
Anthony Davis,32742000,37633544.0,2020/21
Damian Lillard,31626953,36351912.0,2020/21
Kevin Love,31258256,35928133.0,2020/21
Ben Simmons,30559200,35124641.0,2020/21
Pascal Siakam,30559200,35124641.0,2020/21
Kyle Lowry,30500000,35056596.0,2020/21
Steven Adams,29592695,34013743.0,2020/21
Nikola Jokic,29542010,33955486.0,2020/21
Andrew Wiggins,29542010,33955486.0,2020/21
Joel Embiid,29542010,33955486.0,2020/21
Kristaps Porzingis,29467800,33870189.0,2020/21
Karl-Anthony Towns,29467800,33870189.0,2020/21
Devin Booker,29467800,33870189.0,2020/21
CJ McCollum,29354152,33739563.0,2020/21
Andre Drummond,28751774,33047190.0,2020/21
Bradley Beal,28751774,33047191.0,2020/21
D'Angelo Russell,28649250,32929351.0,2020/21
